"PassengerId","Survived","Pclass","Sex","Age","SibSp","Parch","Ticket","Fare","Cabin","Embarked","PclassSex","Surname","Title","Fsize","FsizeName","Favg","Ticket2","Tsize","Group","GroupSize","FarePP","MedianFarePP","FareBins","AgeLM","IsChildP12","NumNA","SumSurvived","AnySurvivors","IsSolo"
1126,NA,NA,"male",39,1,0,"PC 17599",71.2833,"C","C",NA,"Cumings","Mr",2,"2Cumings",NA,"PC 175xx",2,2,"duo",35.64165,28.875,"[26.39,128.08]",NA,"No",1,1,"survivors in group","No"
1127,NA,"3","male",20,0,0,"350416",7.8542,"U","S","P3Male","Vendel","Mr",1,"1Vendel",NA,"3504xx",1,1,"solo",7.8542,7.75,"[ 7.28,  7.92)",29.8474778255194,"No",1,0,"other","Yes"
1128,NA,NA,"male",64,1,0,"110813",75.25,"D","C",NA,"Warren","Mr",2,"2Warren",NA,"1108xx",2,2,"duo",37.625,28.875,"[26.39,128.08]",NA,"No",1,1,"survivors in group","No"
1129,NA,"3","male",20,0,0,"2679",7.225,"U","C","P3Male","Baccos","Mr",1,"1Baccos",NA,"26xx",1,1,"solo",7.225,7.75,"[ 3.17,  7.28)",27.8715922220972,"No",1,0,"other","Yes"
1130,NA,"2","female",18,1,1,"250650",13,"U","S","P2Female","Hiltunen","Miss",3,"3Hiltunen",NA,"2506xx",1,3,"group",13,12.35,"[10.52, 26.39)",18.3180317907026,"No",1,0,"other","No"
1131,NA,"1","female",48,1,0,"PC 17761",106.425,"C","C","P1Female","Douglas","Mrs",2,"2Douglas",NA,"PC 177xx",3,3,"group",35.475,30,"[26.39,128.08]",41.3360741066527,"No",1,1,"survivors in group","No"
1132,NA,"1","female",55,0,0,"112377",27.7208,"U","C","P1Female","Lindstrom","Mrs",1,"1Lindstrom",NA,"1123xx",1,1,"solo",27.7208,30,"[26.39,128.08]",46.0482296212909,"No",1,0,"other","Yes"
1133,NA,"2","female",45,0,2,"237789",30,"U","S","P2Female","Christy","Mrs",3,"3Christy",3,"2377xx",2,3,"group",15,12.35,"[10.52, 26.39)",34.3803482318313,"No",1,1,"survivors in group","Yes"
1134,NA,NA,"male",45,1,1,"16966",134.5,"E","C",NA,"Spedden","Mr",3,"3Spedden",NA,"169xx",5,5,"large group",26.9,28.875,"[26.39,128.08]",NA,"No",3,2,"survivors in group","No"
1135,NA,"3","male",29.8474778255194,0,0,"3470",7.8875,"U","S","P3Male","Hyman","Mr",1,"1Hyman",NA,"34xx",1,1,"solo",7.8875,7.75,"[ 7.28,  7.92)",29.8474778255194,"No",1,0,"other","Yes"
1136,NA,"3","male",4.74219830947858,1,2,"W./C. 6607",23.45,"U","S","P3Male","Johnston","Master",4,"4Johnston",NA,"W./C. 66xx",4,4,"group",5.8625,7.75,"[ 3.17,  7.28)",4.74219830947858,"No",2,0,"other","No"
1137,NA,NA,"male",41,1,0,"17464",51.8625,"D","S",NA,"Kenyon","Mr",2,"2Kenyon",NA,"174xx",2,2,"duo",25.93125,28.875,"[10.52, 26.39)",NA,"No",1,1,"survivors in group","No"
1138,NA,"2","female",22,0,0,"F.C.C. 13534",21,"U","S","P2Female","Karnes","Mrs",1,"1Karnes",NA,"F.C.C. 135xx",2,2,"duo",10.5,12.35,"[ 7.92, 10.52)",34.9625825755171,"No",2,0,"other","Yes"
1139,NA,"2","male",42,1,1,"28220",32.5,"U","S","P2Male","Drew","Mr",3,"3Drew",NA,"282xx",3,3,"group",10.8333333333333,12.35,"[10.52, 26.39)",28.6277367369778,"No",2,1,"survivors in group","No"
1140,NA,"2","female",29,1,0,"26707",26,"U","S","P2Female","Hold","Mrs",2,"2Hold",NA,"267xx",2,2,"duo",13,12.35,"[10.52, 26.39)",33.6373769239802,"No",1,0,"other","No"
1141,NA,"3","female",28.1954024352654,1,0,"2660",14.4542,"U","C","P3Female","Khalil","Mrs",2,"2Khalil",NA,"26xx",2,2,"duo",7.2271,7.75,"[ 3.17,  7.28)",28.1954024352654,"No",2,0,"other","No"
1142,NA,"2","female",0.92,1,2,"C.A. 34651",27.75,"U","S","P2Female","West","Miss",4,"4West",NA,"C.A. 346xx",4,4,"group",6.9375,12.35,"[ 3.17,  7.28)",18.3443573315066,"Yes",1,2,"survivors in group","No"
1143,NA,"3","male",20,0,0,"SOTON/O2 3101284",7.925,"U","S","P3Male","Abrahamsson","Mr",1,"1Abrahamsson",NA,"SOTON/O2 31012xx",1,1,"solo",7.925,7.75,"[ 7.92, 10.52)",29.8474778255194,"No",1,0,"other","Yes"
1144,NA,NA,"male",27,1,0,"13508",136.7792,"C","C",NA,"Clark","Mr",2,"2Clark",NA,"135xx",2,2,"duo",68.3896,28.875,"[26.39,128.08]",NA,"No",2,0,"other","No"
1145,NA,"3","male",24,0,0,"7266",9.325,"U","S","P3Male","Salander","Mr",1,"1Salander",NA,"72xx",1,1,"solo",9.325,7.75,"[ 7.92, 10.52)",29.8474778255194,"No",1,0,"other","Yes"
1146,NA,"3","male",32.5,0,0,"345775",9.5,"U","S","P3Male","Wenzel","Mr",1,"1Wenzel",NA,"3457xx",1,1,"solo",9.5,7.75,"[ 7.92, 10.52)",29.8474778255194,"No",1,0,"other","Yes"
1147,NA,"3","male",29.8474778255194,0,0,"C.A. 42795",7.55,"U","S","P3Male","MacKay","Mr",1,"1MacKay",NA,"C.A. 427xx",1,1,"solo",7.55,7.75,"[ 7.28,  7.92)",29.8474778255194,"No",1,0,"other","Yes"
1148,NA,"3","male",34.7540258173294,0,0,"AQ/4 3130",7.75,"U","Q","P3Male","Mahon","Mr",1,"1Mahon",NA,"AQ/4 31xx",1,1,"solo",7.75,7.75,"[ 7.28,  7.92)",34.7540258173294,"No",1,0,"other","Yes"
1149,NA,"3","male",28,0,0,"363611",8.05,"U","S","P3Male","Niklasson","Mr",1,"1Niklasson",NA,"3636xx",1,1,"solo",8.05,7.75,"[ 7.92, 10.52)",29.8474778255194,"No",1,0,"other","Yes"
1150,NA,"2","female",19,0,0,"28404",13,"U","S","P2Female","Bentham","Miss",1,"1Bentham",NA,"284xx",1,1,"solo",13,12.35,"[10.52, 26.39)",23.0038617645368,"No",1,0,"other","Yes"
1151,NA,"3","male",21,0,0,"345501",7.775,"U","S","P3Male","Midtsjo","Mr",1,"1Midtsjo",NA,"3455xx",1,1,"solo",7.775,7.75,"[ 7.28,  7.92)",29.8474778255194,"No",1,0,"other","Yes"
1152,NA,"3","male",36.5,1,0,"345572",17.4,"U","S","P3Male","de Messemaeker","Mr",2,"2de Messemaeker",NA,"3455xx",2,2,"duo",8.7,7.75,"[ 7.92, 10.52)",25.770207736175,"No",1,1,"survivors in group","No"
1153,NA,"3","male",21,0,0,"350410",7.8542,"U","S","P3Male","Nilsson","Mr",1,"1Nilsson",NA,"3504xx",1,1,"solo",7.8542,7.75,"[ 7.28,  7.92)",29.8474778255194,"No",1,0,"other","Yes"
1154,NA,"2","female",29,0,2,"29103",23,"U","S","P2Female","Wells","Mrs",3,"3Wells",NA,"291xx",3,3,"group",7.66666666666667,12.35,"[ 7.28,  7.92)",34.3803482318313,"No",2,1,"survivors in group","Yes"
1155,NA,"3","female",1,1,1,"350405",12.1833,"U","S","P3Female","Klasen","Miss",3,"3Klasen",NA,"3504xx",2,3,"group",6.09165,7.75,"[ 3.17,  7.28)",14.85194290541,"No",2,0,"other","No"
1156,NA,"2","male",30,0,0,"C.A. 34644",12.7375,"U","C","P2Male","Portaluppi","Mr",1,"1Portaluppi",NA,"C.A. 346xx",1,1,"solo",12.7375,12.35,"[10.52, 26.39)",31.3376811073898,"No",1,0,"other","Yes"
1157,NA,"3","male",29.8474778255194,0,0,"349235",7.8958,"U","S","P3Male","Lyntakoff","Mr",1,"1Lyntakoff",NA,"3492xx",1,1,"solo",7.8958,7.75,"[ 7.28,  7.92)",29.8474778255194,"No",1,0,"other","Yes"
1158,NA,NA,"male",NA,0,0,"112051",0,"U","S",NA,"Chisholm","Mr",1,"1Chisholm",NA,"1120xx",1,1,"solo",28.875,28.875,"[26.39,128.08]",NA,"No",1,0,"other","Yes"
1159,NA,"3","male",29.8474778255194,0,0,"C.A. 49867",7.55,"U","S","P3Male","Warren","Mr",1,"1Warren",NA,"C.A. 498xx",1,1,"solo",7.55,7.75,"[ 7.28,  7.92)",29.8474778255194,"No",1,0,"other","Yes"
1160,NA,"3","female",19.5377728792442,0,0,"A. 2. 39186",8.05,"U","S","P3Female","Howard","Miss",1,"1Howard",NA,"A. 2. 391xx",1,1,"solo",8.05,7.75,"[ 7.92, 10.52)",19.5377728792442,"No",1,0,"other","Yes"
1161,NA,"3","male",17,0,0,"315095",8.6625,"U","S","P3Male","Pokrnic","Mr",2,"1Pokrnic",NA,"3150xx",1,2,"duo",8.6625,7.75,"[ 7.92, 10.52)",27.0954133877119,"No",1,0,"other","Yes"
1162,NA,NA,"male",46,0,0,"13050",75.2417,"C","C",NA,"McCaffry","Mr",1,"1McCaffry",NA,"130xx",2,2,"duo",37.62085,28.875,"[26.39,128.08]",NA,"No",2,0,"other","Yes"
1163,NA,"3","male",34.7540258173294,0,0,"368573",7.75,"U","Q","P3Male","Fox","Mr",1,"1Fox",NA,"3685xx",1,1,"solo",7.75,7.75,"[ 7.28,  7.92)",34.7540258173294,"No",1,0,"other","Yes"
1164,NA,"1","female",26,1,0,"13508",136.7792,"C","C","P1Female","Clark","Mrs",2,"2Clark",NA,"135xx",2,2,"duo",68.3896,30,"[26.39,128.08]",41.9709595319465,"No",2,0,"other","No"
1165,NA,"3","female",20.3670507817097,1,0,"370371",15.5,"U","Q","P3Female","Lennon","Miss",2,"2Lennon",NA,"3703xx",2,2,"duo",7.75,7.75,"[ 7.28,  7.92)",20.3670507817097,"No",1,0,"other","No"
1166,NA,"3","male",27.8715922220972,0,0,"2676",7.225,"U","C","P3Male","Saade","Mr",1,"1Saade",NA,"26xx",1,1,"solo",7.225,7.75,"[ 3.17,  7.28)",27.8715922220972,"No",1,0,"other","Yes"
1167,NA,"2","female",20,1,0,"236853",26,"U","S","P2Female","Bryhl","Miss",2,"2Bryhl",NA,"2368xx",2,2,"duo",13,12.35,"[10.52, 26.39)",18.9265916751924,"No",1,0,"other","No"
1168,NA,"2","male",28,0,0,"SC 14888",10.5,"U","S","P2Male","Parker","Mr",1,"1Parker",NA,"SC 148xx",1,1,"solo",10.5,12.35,"[ 7.92, 10.52)",33.313566710812,"No",1,0,"other","Yes"
1169,NA,"2","male",40,1,0,"2926",26,"U","S","P2Male","Faunthorpe","Mr",2,"2Faunthorpe",NA,"29xx",2,2,"duo",13,12.35,"[10.52, 26.39)",29.2362966214676,"No",1,1,"survivors in group","No"
1170,NA,"2","male",30,1,0,"CA 31352",21,"U","S","P2Male","Ware","Mr",2,"2Ware",NA,"CA 313xx",2,2,"duo",10.5,12.35,"[ 7.92, 10.52)",29.2362966214676,"No",2,0,"other","No"
1171,NA,"2","male",22,0,0,"W./C. 14260",10.5,"U","S","P2Male","Oxenham","Mr",1,"1Oxenham",NA,"W./C. 142xx",1,1,"solo",10.5,12.35,"[ 7.92, 10.52)",33.313566710812,"No",1,0,"other","Yes"
1172,NA,"3","female",23,0,0,"315085",8.6625,"U","S","P3Female","Oreskovic","Miss",3,"1Oreskovic",NA,"3150xx",1,3,"group",8.6625,7.75,"[ 7.92, 10.52)",16.1508230161429,"No",1,0,"other","Yes"
1173,NA,"3","male",0.75,1,1,"SOTON/O.Q. 3101315",13.775,"U","S","P3Male","Peacock","Master",3,"3Peacock",NA,"SOTON/O.Q. 31013xx",3,3,"group",4.59166666666667,7.75,"[ 3.17,  7.28)",4.71587276867457,"No",3,0,"other","No"
1174,NA,"3","female",24.4443208710542,0,0,"364859",7.75,"U","Q","P3Female","Fleming","Miss",1,"1Fleming",NA,"3648xx",1,1,"solo",7.75,7.75,"[ 7.28,  7.92)",24.4443208710542,"No",1,0,"other","Yes"
1175,NA,"3","female",9,1,1,"2650",15.2458,"U","C","P3Female","Touma","Miss",3,"3Touma",NA,"26xx",3,3,"group",5.08193333333333,7.75,"[ 3.17,  7.28)",12.8760573019878,"No",2,1,"survivors in group","No"
1176,NA,"3","female",2,1,1,"370129",20.2125,"U","S","P3Female","Rosblom","Miss",3,"3Rosblom",NA,"3701xx",3,3,"group",6.7375,7.75,"[ 3.17,  7.28)",14.85194290541,"No",1,0,"other","No"
1177,NA,"3","male",36,0,0,"A/5 21175",7.25,"U","S","P3Male","Dennis","Mr",2,"1Dennis",NA,"A/5 211xx",1,2,"duo",7.25,7.75,"[ 3.17,  7.28)",27.0954133877119,"No",1,0,"other","Yes"
1178,NA,"3","male",29.8474778255194,0,0,"SOTON/O.Q. 3101314",7.25,"U","S","P3Male","Franklin","Mr",1,"1Franklin",NA,"SOTON/O.Q. 31013xx",1,1,"solo",7.25,7.75,"[ 3.17,  7.28)",29.8474778255194,"No",1,0,"other","Yes"
1179,NA,NA,"male",24,1,0,"21228",82.2667,"B","S",NA,"Snyder","Mr",2,"2Snyder",NA,"212xx",2,2,"duo",41.13335,28.875,"[26.39,128.08]",NA,"No",2,0,"other","No"
1180,NA,"3","male",27.8715922220972,0,0,"2655",7.2292,"F","C","P3Male","Mardirosian","Mr",1,"1Mardirosian",NA,"26xx",1,1,"solo",7.2292,7.75,"[ 3.17,  7.28)",27.8715922220972,"No",1,0,"other","Yes"
1181,NA,"3","male",29.8474778255194,0,0,"A/5 1478",8.05,"U","S","P3Male","Ford","Mr",1,"1Ford",NA,"A/5 14xx",1,1,"solo",8.05,7.75,"[ 7.92, 10.52)",29.8474778255194,"No",1,0,"other","Yes"
1182,NA,NA,"male",NA,0,0,"PC 17607",39.6,"U","S",NA,"Rheims","Mr",1,"1Rheims",NA,"PC 176xx",1,1,"solo",39.6,28.875,"[26.39,128.08]",NA,"No",1,0,"other","Yes"
1183,NA,"3","female",30,0,0,"382650",6.95,"U","Q","P3Female","Daly","Miss",2,"1Daly",NA,"3826xx",1,2,"duo",6.95,7.75,"[ 3.17,  7.28)",21.6922564332467,"No",1,0,"other","Yes"
1184,NA,"3","male",27.8715922220972,0,0,"2652",7.2292,"U","C","P3Male","Nasr","Mr",1,"1Nasr",NA,"26xx",1,1,"solo",7.2292,7.75,"[ 3.17,  7.28)",27.8715922220972,"No",1,0,"other","Yes"
1185,NA,NA,"male",53,1,1,"33638",81.8583,"A","S",NA,"Dodge","Rare Title",3,"3Dodge",NA,"336xx",3,3,"group",27.2861,28.875,"[26.39,128.08]",NA,"No",2,1,"survivors in group","No"
1186,NA,"3","male",36,0,0,"345771",9.5,"U","S","P3Male","Wittevrongel","Mr",1,"1Wittevrongel",NA,"3457xx",1,1,"solo",9.5,7.75,"[ 7.92, 10.52)",29.8474778255194,"No",1,0,"other","Yes"
1187,NA,"3","male",26,0,0,"349202",7.8958,"U","S","P3Male","Angheloff","Mr",1,"1Angheloff",NA,"3492xx",1,1,"solo",7.8958,7.75,"[ 7.28,  7.92)",29.8474778255194,"No",1,0,"other","Yes"
1188,NA,"2","female",1,1,2,"SC/Paris 2123",41.5792,"U","C","P2Female","Laroche","Miss",4,"4Laroche",NA,"SC/Paris 21xx",4,4,"group",10.3948,12.35,"[ 7.92, 10.52)",16.3684717280844,"Yes",1,2,"survivors in group","No"
1189,NA,"3","male",21.8342310559221,2,0,"2662",21.6792,"U","C","P3Male","Samaan","Mr",3,"3Samaan",NA,"26xx",3,3,"group",7.2264,7.75,"[ 3.17,  7.28)",21.8342310559221,"No",2,0,"other","No"
1190,NA,NA,"male",30,0,0,"113801",45.5,"U","S",NA,"Loring","Mr",1,"1Loring",NA,"1138xx",1,1,"solo",45.5,28.875,"[26.39,128.08]",NA,"No",1,0,"other","Yes"
1191,NA,"3","male",29,0,0,"347467",7.8542,"U","S","P3Male","Johansson","Mr",1,"1Johansson",NA,"3474xx",1,1,"solo",7.8542,7.75,"[ 7.28,  7.92)",29.8474778255194,"No",1,0,"other","Yes"
1192,NA,"3","male",32,0,0,"347079",7.775,"U","S","P3Male","Olsson","Mr",1,"1Olsson",NA,"3470xx",1,1,"solo",7.775,7.75,"[ 7.28,  7.92)",29.8474778255194,"No",1,0,"other","Yes"
1193,NA,"2","male",31.3376811073898,0,0,"237735",15.0458,"D","C","P2Male","Malachard","Mr",1,"1Malachard",NA,"2377xx",1,1,"solo",15.0458,12.35,"[10.52, 26.39)",31.3376811073898,"No",1,0,"other","Yes"
1194,NA,"2","male",43,0,1,"S.O./P.P. 2",21,"U","S","P2Male","Phillips","Mr",2,"2Phillips",NA,"S.O./P.P.xx",2,2,"duo",10.5,12.35,"[ 7.92, 10.52)",30.5878278138086,"No",2,0,"other","Yes"
1195,NA,"3","male",24,0,0,"315092",8.6625,"U","S","P3Male","Pokrnic","Mr",2,"1Pokrnic",NA,"3150xx",1,2,"duo",8.6625,7.75,"[ 7.92, 10.52)",27.0954133877119,"No",1,0,"other","Yes"
1196,NA,"3","female",24.4443208710542,0,0,"383123",7.75,"U","Q","P3Female","McCarthy","Miss",1,"1McCarthy",NA,"3831xx",1,1,"solo",7.75,7.75,"[ 7.28,  7.92)",24.4443208710542,"No",1,0,"other","Yes"
1197,NA,"1","female",64,1,1,"112901",26.55,"B","S","P1Female","Crosby","Mrs",3,"3Crosby",NA,"1129xx",1,3,"group",26.55,30,"[26.39,128.08]",43.3382852508789,"No",1,0,"other","No"
1198,NA,NA,"male",30,1,2,"113781",151.55,"C","S",NA,"Allison","Mr",4,"4Allison",NA,"1137xx",6,6,"large group",25.2583333333333,28.875,"[10.52, 26.39)",NA,"No",2,2,"survivors in group","No"
1199,NA,"3","male",0.83,0,1,"392091",9.35,"U","S","P3Male","Aks","Master",2,"2Aks",NA,"3920xx",2,2,"duo",4.675,7.75,"[ 3.17,  7.28)",6.6759638455053,"No",1,1,"survivors in group","Yes"
1200,NA,NA,"male",55,1,1,"12749",93.5,"B","S",NA,"Hays","Mr",3,"3Hays",3,"127xx",4,4,"group",23.375,28.875,"[10.52, 26.39)",NA,"No",2,2,"survivors in group","No"
1201,NA,"3","female",45,1,0,"350026",14.1083,"U","S","P3Female","Hansen","Mrs",2,"2Hansen",NA,"3500xx",2,2,"duo",7.05415,7.75,"[ 3.17,  7.28)",30.1712880386875,"No",1,0,"other","No"
1202,NA,"3","male",18,0,0,"315091",8.6625,"U","S","P3Male","Cacic","Mr",4,"1Cacic",NA,"3150xx",1,4,"group",8.6625,7.75,"[ 7.92, 10.52)",26.4605279624181,"No",1,0,"other","Yes"
1203,NA,"3","male",22,0,0,"2658",7.225,"U","C","P3Male","Vartanian","Mr",1,"1Vartanian",NA,"26xx",1,1,"solo",7.225,7.75,"[ 3.17,  7.28)",27.8715922220972,"No",1,0,"other","Yes"
1204,NA,"3","male",29.8474778255194,0,0,"LP 1588",7.575,"U","S","P3Male","Sadowitz","Mr",1,"1Sadowitz",NA,"LP 15xx",1,1,"solo",7.575,7.75,"[ 7.28,  7.92)",29.8474778255194,"No",1,0,"other","Yes"
1205,NA,"3","female",37,0,0,"368364",7.75,"U","Q","P3Female","Carr","Miss",1,"1Carr",NA,"3683xx",1,1,"solo",7.75,7.75,"[ 7.28,  7.92)",24.4443208710542,"No",1,0,"other","Yes"
1206,NA,"1","female",55,0,0,"PC 17760",135.6333,"C","C","P1Female","White","Mrs",1,"1White",NA,"PC 177xx",4,4,"group",33.908325,30,"[26.39,128.08]",42.6612797581897,"No",1,2,"survivors in group","Yes"
1207,NA,"3","female",17,0,0,"AQ/3. 30631",7.7333,"U","Q","P3Female","Hagardon","Miss",1,"1Hagardon",NA,"AQ/3. 306xx",1,1,"solo",7.7333,7.75,"[ 7.28,  7.92)",24.4443208710542,"No",1,0,"other","Yes"
1208,NA,NA,"male",57,1,0,"PC 17569",146.5208,"B","C",NA,"Spencer","Mr",2,"2Spencer",NA,"PC 175xx",3,3,"group",48.8402666666667,28.875,"[26.39,128.08]",NA,"No",1,2,"survivors in group","No"
1209,NA,"2","male",19,0,0,"28004",10.5,"U","S","P2Male","Rogers","Mr",1,"1Rogers",NA,"280xx",1,1,"solo",10.5,12.35,"[ 7.92, 10.52)",33.313566710812,"No",1,0,"other","Yes"
1210,NA,"3","male",27,0,0,"350408",7.8542,"U","S","P3Male","Jonsson","Mr",2,"1Jonsson",NA,"3504xx",1,2,"duo",7.8542,7.75,"[ 7.28,  7.92)",27.0954133877119,"No",1,0,"other","Yes"
1211,NA,"2","male",22,2,0,"C.A. 31029",31.5,"U","S","P2Male","Jefferys","Mr",3,"3Jefferys",3,"C.A. 310xx",3,3,"group",10.5,12.35,"[ 7.92, 10.52)",27.2762055446369,"No",3,0,"other","No"
1212,NA,"3","male",26,0,0,"347075",7.775,"U","S","P3Male","Andersson","Mr",1,"1Andersson",NA,"3470xx",1,1,"solo",7.775,7.75,"[ 7.28,  7.92)",29.8474778255194,"No",1,0,"other","Yes"
1213,NA,"3","male",25,0,0,"2654",7.2292,"F","C","P3Male","Krekorian","Mr",1,"1Krekorian",NA,"26xx",1,1,"solo",7.2292,7.75,"[ 3.17,  7.28)",27.8715922220972,"No",1,0,"other","Yes"
1214,NA,"2","male",26,0,0,"244368",13,"F","S","P2Male","Nesson","Mr",1,"1Nesson",NA,"2443xx",1,1,"solo",13,12.35,"[10.52, 26.39)",33.313566710812,"No",1,0,"other","Yes"
1215,NA,NA,"male",33,0,0,"113790",26.55,"U","S",NA,"Rowe","Mr",1,"1Rowe",NA,"1137xx",1,1,"solo",26.55,28.875,"[26.39,128.08]",NA,"No",1,0,"other","Yes"
1216,NA,"1","female",39,0,0,"24160",211.3375,"U","S","P1Female","Kreuchen","Miss",1,"1Kreuchen",NA,"241xx",4,4,"group",52.834375,30,"[26.39,128.08]",29.926380112824,"No",1,3,"survivors in group","Yes"
1217,NA,"3","male",23,0,0,"SOTON/O.Q. 3101309",7.05,"U","S","P3Male","Assam","Mr",1,"1Assam",NA,"SOTON/O.Q. 31013xx",1,1,"solo",7.05,7.75,"[ 3.17,  7.28)",29.8474778255194,"No",1,0,"other","Yes"
1218,NA,"2","female",12,2,1,"230136",39,"F","S","P2Female","Becker","Miss",4,"4Becker",NA,"2301xx",4,4,"group",9.75,12.35,"[ 7.92, 10.52)",16.9928261391656,"Yes",2,2,"survivors in group","No"
1219,NA,NA,"male",46,0,0,"PC 17585",79.2,"U","C",NA,"Rosenshine","Mr",1,"1Rosenshine",NA,"PC 175xx",2,2,"duo",39.6,28.875,"[26.39,128.08]",NA,"No",1,1,"survivors in group","Yes"
1220,NA,"2","male",29,1,0,"2003",26,"U","S","P2Male","Clarke","Mr",2,"2Clarke",NA,"20xx",2,2,"duo",13,12.35,"[10.52, 26.39)",29.2362966214676,"No",1,1,"survivors in group","No"
1221,NA,"2","male",21,0,0,"236854",13,"U","S","P2Male","Enander","Mr",1,"1Enander",NA,"2368xx",1,1,"solo",13,12.35,"[10.52, 26.39)",33.313566710812,"No",1,0,"other","Yes"
1222,NA,"2","female",48,0,1,"C.A. 33112",36.75,"U","S","P2Female","Davies","Mrs",2,"2Davies",NA,"C.A. 331xx",4,4,"group",9.1875,12.35,"[ 7.92, 10.52)",34.3540226910273,"No",2,1,"survivors in group","Yes"
1223,NA,NA,"male",39,0,0,"PC 17580",29.7,"A","C",NA,"Dulles","Mr",1,"1Dulles",NA,"PC 175xx",1,1,"solo",29.7,28.875,"[26.39,128.08]",NA,"No",1,0,"other","Yes"
1224,NA,"3","male",25.1195277842898,0,0,"2684",7.225,"U","C","P3Male","Thomas","Mr",2,"1Thomas",NA,"26xx",1,2,"duo",7.225,7.75,"[ 3.17,  7.28)",25.1195277842898,"No",1,0,"other","Yes"
1225,NA,"3","female",19,1,1,"2653",15.7417,"U","C","P3Female","Nakid","Mrs",3,"3Nakid",NA,"26xx",3,3,"group",5.24723333333333,7.75,"[ 3.17,  7.28)",27.5868425507756,"No",1,2,"survivors in group","No"
1226,NA,"3","male",27,0,0,"349229",7.8958,"U","S","P3Male","Cor","Mr",3,"1Cor",NA,"3492xx",1,3,"group",7.8958,7.75,"[ 7.28,  7.92)",26.4605279624181,"No",1,0,"other","Yes"
1227,NA,NA,"male",30,0,0,"110469",26,"C","S",NA,"Maguire","Mr",1,"1Maguire",NA,"1104xx",1,1,"solo",26,28.875,"[10.52, 26.39)",NA,"No",1,0,"other","Yes"
1228,NA,"2","male",32,0,0,"244360",13,"U","S","P2Male","de Brito","Mr",1,"1de Brito",NA,"2443xx",1,1,"solo",13,12.35,"[10.52, 26.39)",33.313566710812,"No",1,0,"other","Yes"
1229,NA,"3","male",39,0,2,"2675",7.2292,"U","C","P3Male","Elias","Mr",3,"3Elias",NA,"26xx",1,3,"group",7.2292,7.75,"[ 3.17,  7.28)",24.537293440604,"No",1,0,"other","Yes"
1230,NA,"2","male",25,0,0,"C.A. 31029",31.5,"U","S","P2Male","Denbury","Mr",1,"1Denbury",NA,"C.A. 310xx",3,3,"group",10.5,12.35,"[ 7.92, 10.52)",29.9266168477108,"No",3,0,"other","Yes"
1231,NA,"3","male",4.67375270127912,0,0,"2622",7.2292,"U","C","P3Male","Betros","Master",2,"1Betros",NA,"26xx",1,2,"duo",7.2292,7.75,"[ 3.17,  7.28)",4.67375270127912,"No",1,0,"other","Yes"
1232,NA,"2","male",18,0,0,"C.A. 15185",10.5,"U","S","P2Male","Fillbrook","Mr",1,"1Fillbrook",NA,"C.A. 151xx",1,1,"solo",10.5,12.35,"[ 7.92, 10.52)",33.313566710812,"No",1,0,"other","Yes"
1233,NA,"3","male",32,0,0,"350403",7.5792,"U","S","P3Male","Lundstrom","Mr",1,"1Lundstrom",NA,"3504xx",1,1,"solo",7.5792,7.75,"[ 7.28,  7.92)",29.8474778255194,"No",1,0,"other","Yes"
1234,NA,"3","male",27.6154603966601,1,9,"CA. 2343",69.55,"U","S","P3Male","Sage","Mr",11,"11Sage",NA,"CA. 23xx",11,11,"large group",6.32272727272727,7.75,"[ 3.17,  7.28)",27.6154603966601,"No",4,0,"other","No"
1235,NA,"1","female",58,0,1,"PC 17755",512.3292,"B","C","P1Female","Cardeza","Mrs",2,"2Cardeza",NA,"PC 177xx",4,4,"group",128.0823,30,"[26.39,128.08]",42.6876052989937,"No",1,3,"survivors in group","Yes"
1236,NA,"3","male",4.71587276867457,1,1,"A/5. 851",14.5,"U","S","P3Male","van Billiard","Master",3,"3van Billiard",NA,"A/5. 8xx",3,3,"group",4.83333333333333,7.75,"[ 3.17,  7.28)",4.71587276867457,"No",2,0,"other","No"
1237,NA,"3","female",16,0,0,"348125",7.65,"U","S","P3Female","Abelseth","Miss",2,"1Abelseth",NA,"3481xx",1,2,"duo",7.65,7.75,"[ 7.28,  7.92)",16.7857084414367,"No",1,0,"other","Yes"
1238,NA,"2","male",26,0,0,"237670",13,"U","S","P2Male","Botsford","Mr",1,"1Botsford",NA,"2376xx",1,1,"solo",13,12.35,"[10.52, 26.39)",33.313566710812,"No",1,0,"other","Yes"
1239,NA,"3","female",38,0,0,"2688",7.2292,"U","C","P3Female","Whabee","Mrs",1,"1Whabee",NA,"26xx",1,1,"solo",7.2292,7.75,"[ 3.17,  7.28)",32.2726725246098,"No",1,0,"other","Yes"
1240,NA,"2","male",24,0,0,"248726",13.5,"U","S","P2Male","Giles","Mr",1,"1Giles",NA,"2487xx",1,1,"solo",13.5,12.35,"[10.52, 26.39)",33.313566710812,"No",1,0,"other","Yes"
1241,NA,"2","female",31,0,0,"F.C.C. 13528",21,"U","S","P2Female","Walcroft","Miss",1,"1Walcroft",NA,"F.C.C. 135xx",2,2,"duo",10.5,12.35,"[ 7.92, 10.52)",20.2517973267293,"No",1,1,"survivors in group","Yes"
